#1.2													
20812	12												
Name	Description	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Polyp_1	Polyp_2	Polyp_3	Polyp_4	Polyp_5	Polyp_6
C2orf15	na	2.018114445	4.789889861	3.539538414	3.069652159	1.849885994	4.815560805	2.459330688	2.692289086	4.767915047	1.024152648	0.77788684	3.231316359
C2orf18	na	-0.30381365	4.500383244	3.539538414	3.069652159	2.6978829	2.008205883	2.944757515	4.618288505	5.646608751	3.83150757	3.099814934	4.584953314
C2orf27A	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	2.621073659	1.024152648	0.77788684	0.061391358
C2orf27B	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
ATRAID	na	8.207939004	7.352826056	7.94704224	3.069652159	8.960499799	5.467637502	8.30230952	8.238669125	6.732581974	7.710653175	9.011506516	8.351410205
C2orf29	na	2.866111352	6.188439238	3.539538414	4.65461466	2.6978829	4.330133978	5.091598904	4.566758204	4.337280693	5.668008837	3.099814934	5.105785477
C2orf40	na	5.368611692	5.030897961	3.176968334	3.069652159	3.775885412	2.008205883	4.660964549	5.014217181	5.099120956	5.547714604	2.36284934	4.148854199
C2orf42	na	2.018114445	5.030897961	2.691541507	3.069652159	2.6978829	2.008205883	2.944757515	2.872861332	4.337280693	2.609115148	3.585241762	1.646353859
C2orf43	na	4.451073852	5.854020199	3.829045031	3.069652159	5.717782458	2.008205883	4.995383588	5.228341986	5.023172103	4.724592366	3.099814934	4.453708781
C2orf44	na	3.396626068	1.330458243	3.176968334	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	2.135646832	1.024152648	0.77788684	0.061391358
C2orf47	na	4.905639716	2.915420743	5.323809722	3.069652159	5.255878354	2.008205883	4.781258783	4.93514561	4.767915047	4.194077649	5.025814353	4.309318871
C2orf48	na	-0.30381365	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf49	na	5.762275541	6.756722997	5.861466508	3.069652159	5.594047089	2.008205883	6.114682517	5.414755111	7.248346965	6.578741499	5.421743029	5.270844724
C2orf50	na	-0.30381365	2.915420743	0.369613412	6.239577161	-0.472042101	2.008205883	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
TEX37	na	-0.30381365	1.330458243	2.691541507	4.65461466	-0.472042101	3.593168384	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf53	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	5.178130885	0.137402593	-1.214601509	-0.186281263	1.024152648	2.36284934	0.061391358
C2orf54	na	1.281148851	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	2.244830109	2.983643738	1.024152648	2.36284934	4.148854199
KIAA1211L	na	-0.30381365	2.915420743	0.369613412	3.069652159	-0.472042101	2.008205883	2.944757515	1.955323492	-0.186281263	3.83150757	0.77788684	2.383319453
NDUFAF7	na	4.650382661	6.374852362	6.097533867	3.069652159	4.657240916	2.008205883	4.781258783	5.125248493	5.023172103	2.609115148	6.204151594	5.105785477
C2orf57	na	5.053738355	4.500383244	3.539538414	3.069652159	1.1129204	6.400523306	1.722365094	0.370360991	-0.186281263	1.024152648	4.237318458	2.86874628
C2orf61	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf62	na	2.503541272	1.330458243	0.369613412	3.069652159	-0.472042101	3.593168384	0.137402593	1.592753413	-0.186281263	1.024152648	2.36284934	3.231316359
CLHC1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	1.646353859
C2orf65	na	-0.30381365	1.330458243	1.954575913	3.069652159	1.1129204	2.008205883	0.137402593	2.692289086	-0.186281263	2.609115148	3.099814934	1.646353859
C2orf66	na	1.281148851	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
KANSL1L	na	7.1637919	7.739849179	6.252256461	3.069652159	7.120414936	3.593168384	8.230159734	6.878155631	7.479054654	7.213977206	6.450312181	7.072618613
C2orf68	na	-0.30381365	2.915420743	2.691541507	3.069652159	2.335312821	2.008205883	2.944757515	3.033326004	3.901181578	2.609115148	0.77788684	1.646353859
C2orf69	na	2.866111352	3.652386338	3.539538414	3.069652159	1.849885994	3.593168384	4.224865435	3.033326004	4.337280693	4.483584266	3.947811841	3.231316359
C2orf70	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.592753413	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf71	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf72	na	3.155617969	1.330458243	0.369613412	3.069652159	1.1129204	4.815560805	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf73	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf74	na	1.281148851	4.789889861	0.369613412	4.65461466	1.849885994	5.467637502	2.944757515	-1.214601509	1.398681238	1.024152648	0.77788684	2.383319453
C2orf76	na	2.866111352	1.330458243	2.691541507	3.069652159	1.849885994	4.815560805	1.722365094	2.244830109	2.983643738	1.024152648	0.77788684	0.061391358
CCDC173	na	2.503541272	4.137813165	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf78	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf80	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C2orf81	na	2.018114445	1.330458243	0.369613412	6.239577161	-0.472042101	4.330133978	1.722365094	0.370360991	-0.186281263	1.024152648	0.77788684	2.383319453
C2orf83	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
FAM228A	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	1.398681238	2.609115148	0.77788684	1.646353859
C2orf88	na	1.281148851	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	2.621073659	1.024152648	0.77788684	0.061391358
TRABD2A	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3	na	2.503541272	4.500383244	0.369613412	3.069652159	4.282845401	2.008205883	4.892290096	6.236609602	3.720609333	4.194077649	5.170204262	4.705247548
C3AR1	na	3.155617969	1.330458243	1.954575913	3.069652159	2.6978829	2.008205883	4.529720016	2.485838209	-0.186281263	3.346080743	3.947811841	1.646353859
C3orf14	na	5.886010909	4.137813165	5.579066778	3.069652159	5.636482356	2.008205883	4.385330107	3.540285993	5.099120956	3.346080743	4.237318458	4.705247548
MAATS1	na	5.424106805	6.284654553	5.861466508	3.069652159	3.434848495	2.008205883	4.995383588	4.975223049	-0.186281263	5.547714604	4.237318458	5.346793577
C3orf17	na	3.783649191	5.578385756	6.252256461	3.069652159	3.61542074	4.815560805	4.385330107	3.82979261	5.368307589	5.41647007	0.77788684	4.148854199
C3orf18	na	-0.30381365	4.500383244	4.457076253	3.069652159	3.228397617	2.008205883	2.459330688	6.301098329	2.983643738	1.024152648	5.025814353	5.553244454
CCDC174	na	2.866111352	2.915420743	5.227594407	3.069652159	3.920275322	2.008205883	4.529720016	5.840680926	4.20603616	4.724592366	2.36284934	3.231316359
C3orf20	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf22	na	3.396626068	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	3.099814934	0.061391358
TCAIM	na	4.219748306	5.030897961	3.829045031	3.069652159	4.171814089	2.008205883	4.044293189	3.033326004	3.720609333	4.483584266	4.237318458	3.520822977
C3orf24	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
EFCAB12	na	-0.30381365	1.330458243	3.539538414	3.069652159	-0.472042101	2.008205883	2.459330688	2.244830109	2.621073659	4.194077649	0.77788684	0.061391358
CMSS1	na	7.180002128	5.030897961	5.984323256	3.069652159	6.539185154	2.008205883	4.224865435	6.02380323	3.514158455	5.668008837	5.822280959	6.690747978
C3orf27	na	3.783649191	4.500383244	0.369613412	5.877007081	1.1129204	6.763093385	1.722365094	1.107326585	1.398681238	2.609115148	0.77788684	1.646353859
C3orf30	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf32	na	1.281148851	1.330458243	1.954575913	3.069652159	1.849885994	2.008205883	0.137402593	1.592753413	1.398681238	1.024152648	0.77788684	2.86874628
C3orf33	na	5.188039447	1.330458243	1.954575913	3.069652159	3.228397617	2.008205883	3.307327595	1.107326585	3.514158455	1.024152648	2.36284934	0.061391358
C3orf35	na	4.554167345	1.330458243	1.954575913	3.069652159	4.282845401	3.593168384	0.137402593	2.485838209	1.398681238	1.024152648	0.77788684	2.383319453
C3orf36	na	4.088503773	3.652386338	0.369613412	3.069652159	1.1129204	6.256133397	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	2.383319453
C3orf37	na	4.34004254	4.500383244	1.954575913	3.069652159	3.920275322	2.008205883	4.385330107	3.739594801	4.568606239	5.111615489	3.585241762	4.148854199
C3orf38	na	5.804710807	2.915420743	5.498896429	3.069652159	5.360847913	2.008205883	4.892290096	3.914681507	5.099120956	4.483584266	4.237318458	5.190674375
GTDC2	na	2.018114445	1.330458243	3.176968334	3.069652159	1.1129204	2.008205883	3.307327595	1.592753413	4.337280693	5.111615489	2.36284934	2.383319453
C3orf43	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf45	na	1.281148851	1.330458243	3.539538414	3.069652159	-0.472042101	3.593168384	0.137402593	-1.214601509	-0.186281263	1.024152648	3.947811841	1.646353859
C3orf49	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf52	na	2.503541272	2.915420743	4.761930835	3.069652159	3.920275322	2.008205883	2.944757515	4.211663245	5.023172103	3.83150757	2.36284934	2.86874628
C3orf55	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	1.722365094	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf58	na	5.718554163	2.915420743	1.954575913	3.069652159	4.737411265	2.008205883	0.137402593	5.125248493	2.983643738	1.024152648	0.77788684	4.309318871
C3orf62	na	2.503541272	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	2.459330688	2.244830109	3.720609333	3.346080743	0.77788684	3.231316359
EOGT	na	4.088503773	4.789889861	5.013469602	3.069652159	5.831738647	2.008205883	4.660964549	5.261131922	5.023172103	4.483584266	5.907169856	3.520822977
C3orf65	na	-0.30381365	3.652386338	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf67	na	2.503541272	1.330458243	0.369613412	3.069652159	1.1129204	2.008205883	1.722365094	2.485838209	2.135646832	1.024152648	0.77788684	4.309318871
C3orf70	na	2.866111352	4.500383244	2.691541507	3.069652159	4.954222654	3.593168384	4.781258783	6.004567011	4.671699732	4.724592366	3.947811841	5.894281372
ARIH2OS	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf72	na	2.503541272	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	1.107326585	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf74	na	5.310896194	1.330458243	3.176968334	3.069652159	4.051519855	8.80262175	0.137402593	3.308960447	-0.186281263	1.024152648	5.532774342	5.553244454
ELP6	na	2.866111352	3.652386338	6.559437971	3.069652159	4.282845401	3.593168384	3.837842311	4.807766304	3.720609333	1.024152648	7.152926271	3.968281954
TOPAZ1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
SMIM4	na	2.503541272	4.500383244	1.954575913	3.069652159	3.228397617	2.008205883	2.459330688	3.033326004	-0.186281263	2.609115148	5.025814353	2.86874628
C3orf79	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C3orf80	na	4.451073852	1.330458243	0.369613412	4.65461466	1.849885994	5.708645601	0.137402593	3.033326004	1.398681238	1.024152648	2.36284934	3.761831076
C4BPA	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	1.398681238	1.024152648	0.77788684	0.061391358
C4BPB	na	-0.30381365	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	2.459330688	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf17	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf19	na	3.155617969	3.652386338	3.829045031	3.069652159	4.482154209	2.008205883	3.596834212	3.033326004	2.983643738	2.609115148	4.237318458	3.761831076
C4orf21	na	2.018114445	4.137813165	2.691541507	3.069652159	5.200383241	2.008205883	3.596834212	3.739594801	-0.186281263	1.024152648	3.099814934	0.061391358
C4orf22	na	4.554167345	3.652386338	5.227594407	3.069652159	3.775885412	2.008205883	5.26668561	5.324557302	4.767915047	5.547714604	3.585241762	4.148854199
C4orf26	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf27	na	5.626923688	4.137813165	5.655015631	3.069652159	4.954222654	2.008205883	4.385330107	3.540285993	4.20603616	3.346080743	3.585241762	3.231316359
C4orf29	na	4.825469367	4.137813165	7.837218962	3.069652159	5.200383241	2.008205883	6.068139931	3.540285993	5.595078451	4.483584266	4.684777435	2.86874628
C4orf3	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf33	na	3.783649191	4.137813165	3.176968334	3.069652159	2.987389518	2.008205883	2.944757515	2.244830109	3.901181578	2.609115148	5.73208315	0.061391358
C4orf34	na	7.403545482	6.188439238	5.984323256	3.069652159	8.370308242	4.815560805	6.24592705	5.796625746	5.963465857	7.046520461	6.927633959	7.159423441
C4orf36	na	1.281148851	4.500383244	4.07005313	3.069652159	3.228397617	4.815560805	2.944757515	1.955323492	3.901181578	1.024152648	3.099814934	3.231316359
STPG2	na	3.155617969	5.417921084	1.954575913	3.069652159	2.6978829	2.008205883	2.459330688	-1.214601509	3.901181578	3.83150757	0.77788684	0.061391358
WWC2-AS2	na	4.088503773	4.500383244	1.954575913	5.391580254	5.309317613	6.531767839	0.137402593	2.244830109	2.135646832	3.346080743	3.099814934	3.520822977
FAM218A	na	3.155617969	1.330458243	1.954575913	3.069652159	1.1129204	3.593168384	0.137402593	1.107326585	1.398681238	3.346080743	0.77788684	1.646353859
C4orf40	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
TMA16	na	6.266041959	5.030897961	5.861466508	3.069652159	7.276150749	4.815560805	6.020045643	5.355254099	5.646608751	4.194077649	6.450312181	5.553244454
MSANTD1	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf45	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf46	na	2.018114445	4.137813165	1.954575913	5.391580254	1.849885994	4.330133978	3.307327595	1.955323492	3.720609333	1.024152648	3.099814934	1.646353859
C4orf47	na	3.783649191	2.915420743	2.691541507	3.069652159	-0.472042101	4.330133978	0.137402593	-1.214601509	2.135646832	1.024152648	2.36284934	0.061391358
C4orf48	na	2.018114445	1.330458243	1.954575913	3.069652159	-0.472042101	2.008205883	0.137402593	0.370360991	1.398681238	1.024152648	0.77788684	3.520822977
MGARP	na	2.866111352	5.417921084	0.369613412	3.069652159	4.051519855	3.593168384	5.181796713	3.177715913	1.398681238	2.609115148	2.36284934	2.86874628
C4orf51	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C4orf52	na	7.547935392	5.854020199	6.478137869	3.069652159	7.907336266	2.008205883	6.613136024	6.253004041	5.646608751	5.272080161	6.927633959	6.211138478
C4orf6	na	-0.30381365	1.330458243	0.369613412	3.069652159	-0.472042101	2.008205883	0.137402593	-1.214601509	-0.186281263	1.024152648	0.77788684	0.061391358
C5	na	4.451073852	1.330458243	2.691541507	3.069652159	4.051519855	3.593168384	2.944757515	1.955323492	3.514158455	2.609115148	2.36284934	2.383319453
C5orf15	na	6.516365313	4.137813165	5.124500914	3.069652159	5.756776589	2.008205883	5.181796713	5.160437922	7.231571252	5.882133643	4.478326558	5.553244454
C5orf20	na	3.396626068	3.652386338	2.691541507	5.391580254	1.1129204	5.178130885	0.137402593	0.370360991	-0.186281263	1.024152648	2.36284934	0.061391358
C5orf22	na	1.281148851	3.652386338	4.457076253	3.069652159	3.775885412	2.008205883	4.044293189	2.485838209	4.943001754	3.83150757	0.77788684	1.646353859
C5orf24	na	5.886010909	7.438982699	5.579066778	3.069652159	5.019810995	4.330133978	5.752112437	5.385311333	5.305571833	6.450417402	4.478326558	5.105785477
C5orf28	na	5.477546064	5.417921084	5.498896429	3.069652159	6.561380901	2.008205883	5.091598904	5.704261728	5.023172103	1.024152648	5.025814353	5.346793577
C5orf30	na	3.603076946	3.652386338	0.369613412	3.069652159	1.1129204	2.008205883	0.137402593	3.033326004	-0.186281263	1.024152648	0.77788684	1.646353859
CYSTM1	na	4.74058047	5.578385756	4.893175368	3.069652159	4.954222654	2.008205883	5.346855959	5.605577453	5.099120956	5.978348958	4.478326558	4.705247548
C5orf34	na	2.866111352	1.330458243	3.539538414	3.069652159	5.79474444	2.008205883	3.837842311	1.955323492	2.621073659	3.83150757	3.585241762	3.520822977
